city_name;lat;lng;iso2;iso3;id
Tokyo;35.685;139.7514;JP;JPN;1392685764
New York;40.6943;-73.9249;US;USA;1840034016
Mexico City;19.4424;-99.131;MX;MEX;1484247881
Mumbai;19.017;72.857;IN;IND;1356226629
Sao Paulo;-23.5587;-46.625;BR;BRA;1076532519
Delhi;28.67;77.23;IN;IND;1356872604
Shanghai;31.2165;121.4365;CN;CHN;1156073548
Kolkata;22.495;88.3247;IN;IND;1356060520
Los Angeles;34.1139;-118.4068;US;USA;1840020491
Dhaka;23.7231;90.4086;BD;BGD;1050529279
Buenos Aires;-34.6025;-58.3975;AR;ARG;1032717330
Karachi;24.87;66.99;PK;PAK;1586129469
Cairo;30.05;31.25;EG;EGY;1818253931
Rio de Janeiro;-22.925;-43.225;BR;BRA;1076887657
Osaka;34.75;135.4601;JP;JPN;1392419823
Beijing;39.9289;116.3883;CN;CHN;1156228865
Manila;14.6042;120.9822;PH;PHL;1608618140
Moscow;55.7522;37.6155;RU;RUS;1643318494
Istanbul;41.105;29.01;TR;TUR;1792756324
Paris;48.8667;2.3333;FR;FRA;1250015082
Seoul;37.5663;126.9997;KR;KOR;1410836482
Lagos;6.4433;3.3915;NG;NGA;1566593751
Jakarta;-6.1744;106.8294;ID;IDN;1360771077
Guangzhou;23.145;113.325;CN;CHN;1156237133
Chicago;41.8373;-87.6862;US;USA;1840000494
London;51.5;-0.1167;GB;GBR;1826645935
Lima;-12.048;-77.0501;PE;PER;1604728603
Tehran;35.6719;51.4243;IR;IRN;1364305026
Kinshasa;-4.3297;15.315;CD;COD;1180000363
Bogota;4.5964;-74.0833;CO;COL;1170483426
Shenzhen;22.5524;114.1221;CN;CHN;1156158707
Wuhan;30.58;114.27;CN;CHN;1156117184
Hong Kong;22.305;114.185;HK;HKG;1344982653
Tianjin;39.13;117.2;CN;CHN;1156174046
Chennai;13.09;80.28;IN;IND;1356374944
Taipei;25.0358;121.5683;TW;TWN;1158881289
Bengaluru;12.97;77.56;IN;IND;1356410365
Bangkok;13.75;100.5166;TH;THA;1764068610
Lahore;31.56;74.35;PK;PAK;1586801463
Chongqing;29.565;106.595;CN;CHN;1156936556
Miami;25.7839;-80.2102;US;USA;1840015149
Hyderabad;17.4;78.48;IN;IND;1356871768
Dallas;32.7936;-96.7662;US;USA;1840019440
Santiago;-33.45;-70.667;CL;CHL;1152554349
Philadelphia;40.0077;-75.1339;US;USA;1840000673
Belo Horizonte;-19.915;-43.915;BR;BRA;1076967355
Madrid;40.4;-3.6834;ES;ESP;1724616994
Houston;29.7869;-95.3905;US;USA;1840020925
Ahmadabad;23.0301;72.58;IN;IND;1356304381
Ho Chi Minh City;10.78;106.695;VN;VNM;1704774326
Washington;38.9047;-77.0163;US;USA;1840006060
Atlanta;33.7627;-84.4225;US;USA;1840013660
Toronto;43.7;-79.42;CA;CAN;1124279679
Singapore;1.293;103.8558;SG;SGP;1702341327
Luanda;-8.8383;13.2344;AO;AGO;1024949724
Baghdad;33.3386;44.3939;IQ;IRQ;1368596238
Barcelona;41.3833;2.1834;ES;ESP;1724594040
Haora;22.5804;88.3299;IN;IND;1356986516
Shenyang;41.805;123.45;CN;CHN;1156309382
Khartoum;15.5881;32.5342;SD;SDN;1729268475
Pune;18.53;73.85;IN;IND;1356081074
Boston;42.3188;-71.0846;US;USA;1840000455
Sydney;-33.92;151.1852;AU;AUS;1036074917
Saint Petersburg;59.939;30.316;RU;RUS;1643616350
Chittagong;22.33;91.8;BD;BGD;1050830722
Dongguan;23.0489;113.7447;CN;CHN;1156478242
Riyadh;24.6408;46.7727;SA;SAU;1682999334
Hanoi;21.0333;105.85;VN;VNM;1704413791
Guadalajara;20.67;-103.33;MX;MEX;1484950208
Melbourne;-37.82;144.975;AU;AUS;1036533631
Alexandria;31.2;29.95;EG;EGY;1818695837
Chengdu;30.67;104.07;CN;CHN;1156421555
Rangoon;16.7834;96.1667;MM;MMR;1104616656
Phoenix;33.5722;-112.0891;US;USA;1840020568
Xi'an;34.275;108.895;CN;CHN;1156244079
Porto Alegre;-30.05;-51.2;BR;BRA;1076658221
Surat;21.2;72.84;IN;IND;1356758738
Hechi;23.0965;109.6091;CN;CHN;1156868701
Abidjan;5.32;-4.04;CI;CIV;1384207980
Brasilia;-15.7833;-47.9161;BR;BRA;1076144436
Ankara;39.9272;32.8644;TR;TUR;1792572891
Monterrey;25.67;-100.33;MX;MEX;1484559591
Yokohama;35.32;139.58;JP;JPN;1392118339
Nanjing;32.05;118.78;CN;CHN;1156644065
Montreal;45.5;-73.5833;CA;CAN;1124586170
Guiyang;26.58;106.72;CN;CHN;1156932620
Recife;-8.0756;-34.9156;BR;BRA;1076137337
Seattle;47.6211;-122.3244;US;USA;1840021117
Harbin;45.75;126.65;CN;CHN;1156241528
San Francisco;37.7562;-122.443;US;USA;1840021543
Fortaleza;-3.75;-38.58;BR;BRA;1076567885
Zhangzhou;24.5204;117.67;CN;CHN;1156241637
Detroit;42.3834;-83.1024;US;USA;1840003971
Salvador;-12.97;-38.48;BR;BRA;1076923789
Busan;35.0951;129.01;KR;KOR;1410601465
Johannesburg;-26.17;28.03;ZA;ZAF;1710550792
Berlin;52.5218;13.4015;DE;DEU;1276451290
Algiers;36.7631;3.0506;DZ;DZA;1012973369
Rome;41.896;12.4833;IT;ITA;1380382862
Pyongyang;39.0194;125.7547;KP;PRK;1408738594
Medellin;6.275;-75.575;CO;COL;1170680389
Kabul;34.5167;69.1833;AF;AFG;1004993580
Athens;37.9833;23.7333;GR;GRC;1300715560
Nagoya;35.155;136.915;JP;JPN;1392407472
Cape Town;-33.92;18.435;ZA;ZAF;1710680650
San Diego;32.8312;-117.1225;US;USA;1840021990
Changchun;43.865;125.34;CN;CHN;1156078103
Casablanca;33.6;-7.6164;MA;MAR;1504175315
Dalian;38.9228;121.6298;CN;CHN;1156175472
Cawnpore;26.46;80.32;IN;IND;1356575238
Kano;12;8.52;NG;NGA;1566422868
Tel Aviv-Yafo;32.08;34.77;IL;ISR;1376401542
Addis Ababa;9.0333;38.7;ET;ETH;1231824991
Curitiba;-25.42;-49.32;BR;BRA;1076701712
Zibo;36.8;118.05;CN;CHN;1156381094
Jeddah;21.5169;39.2192;SA;SAU;1682926944
Nairobi;-1.2833;36.8167;KE;KEN;1404000661
Hangzhou;30.25;120.17;CN;CHN;1156275243
Benoni;-26.1496;28.3299;ZA;ZAF;1710880986
Caracas;10.501;-66.917;VE;VEN;1862748204
Milan;45.47;9.205;IT;ITA;1380724377
Stuttgart;48.78;9.2;DE;DEU;1276171358
Kunming;25.07;102.68;CN;CHN;1156477539
Dar es Salaam;-6.8;39.2683;TZ;TZA;1834843853
Minneapolis;44.9635;-93.2678;US;USA;1840007830
Jaipur;26.9211;75.81;IN;IND;1356293537
Taiyuan;37.875;112.5451;CN;CHN;1156632014
Frankfurt;50.1;8.675;DE;DEU;1276054552
Qingdao;36.09;120.33;CN;CHN;1156112588
Surabaya;-7.2492;112.7508;ID;IDN;1360484663
Lisbon;38.7227;-9.1449;PT;PRT;1620619017
Tampa;27.9942;-82.4451;US;USA;1840015982
Jinan;36.675;116.995;CN;CHN;1156972469
Fukuoka;33.595;130.41;JP;JPN;1392576294
Campinas;-22.9;-47.1;BR;BRA;1076145766
Denver;39.7621;-104.8759;US;USA;1840018789
Kaohsiung;22.6333;120.2666;TW;TWN;1158331334
Quezon City;14.6504;121.03;PH;PHL;1608974097
Katowice;50.2604;19.02;PL;POL;1616798495
Aleppo;36.23;37.17;SY;SYR;1760366651
Durban;-29.865;30.98;ZA;ZAF;1710149138
Kyiv;50.4334;30.5166;UA;UKR;1804382913
Lucknow;26.855;80.915;IN;IND;1356891790
Giza;30.01;31.19;EG;EGY;1818925479
Zhengzhou;34.755;113.6651;CN;CHN;1156183137
Taichung;24.1521;120.6817;TW;TWN;1158689622
Brooklyn;40.6501;-73.9496;US;USA;1840034030
Ibadan;7.38;3.93;NG;NGA;1566366407
Faisalabad;31.41;73.11;PK;PAK;1586323916
Fuzhou;26.08;119.3;CN;CHN;1156188037
Changsha;28.2;112.97;CN;CHN;1156961497
Dakar;14.7158;-17.4731;SN;SEN;1686604760
Izmir;38.4361;27.1518;TR;TUR;1792725579
Xiangtan;27.8504;112.9;CN;CHN;1156195684
Lanzhou;36.056;103.792;CN;CHN;1156280566
Incheon;37.4761;126.6422;KR;KOR;1410160313
Sapporo;43.075;141.34;JP;JPN;1392000195
Xiamen;24.45;118.08;CN;CHN;1156212809
Guayaquil;-2.22;-79.92;EC;ECU;1218802178
George Town;5.4136;100.3294;MY;MYS;1458236750
Mashhad;36.27;59.57;IR;IRN;1364123206
Damascus;33.5;36.3;SY;SYR;1760685964
Daegu;35.8668;128.607;KR;KOR;1410095252
Nagpur;21.17;79.09;IN;IND;1356365743
Lianshan;40.7503;120.83;CN;CHN;1156046704
Shijiazhuang;38.05;114.48;CN;CHN;1156217541
Tunis;36.8028;10.1797;TN;TUN;1788742103
Vienna;48.2;16.3666;AT;AUT;1040261752
Jilin;43.85;126.55;CN;CHN;1156646448
Omdurman;15.6167;32.48;SD;SDN;1729912179
Bandung;-6.95;107.57;ID;IDN;1360313023
Bekasi;-6.2173;106.9723;ID;IDN;1360006015
Mannheim;49.5004;8.47;DE;DEU;1276150104
Nanchang;28.68;115.88;CN;CHN;1156198892
Wenzhou;28.02;120.6501;CN;CHN;1156188829
Queens;40.7498;-73.7976;US;USA;1840034002
Vancouver;49.2734;-123.1216;CA;CAN;1124825478
Birmingham;52.475;-1.92;GB;GBR;1826423213
Cali;3.4;-76.5;CO;COL;1170417589
Naples;40.84;14.245;IT;ITA;1380646673
Sendai;38.2871;141.0217;JP;JPN;1392457903
Manchester;53.5004;-2.248;GB;GBR;1826246335
Puebla;19.05;-98.2;MX;MEX;1484416394
Tripoli;32.8925;13.18;LY;LBY;1434201852
Tashkent;41.3117;69.2949;UZ;UZB;1860331871
Havana;23.132;-82.3642;CU;CUB;1192752771
Gaoping;30.7804;106.13;CN;CHN;1156522457
Baltimore;39.3051;-76.6144;US;USA;1840001592
Nanning;22.82;108.32;CN;CHN;1156605439
Belem;-1.45;-48.48;BR;BRA;1076646823
Patna;25.625;85.13;IN;IND;1356821429
Santo Domingo;18.4701;-69.9001;DO;DOM;1214636202
Urumqi;43.805;87.575;CN;CHN;1156051276
Zaozhuang;34.88;117.57;CN;CHN;1156796454
Baku;40.3953;49.8622;AZ;AZE;1031946365
Accra;5.55;-0.2167;GH;GHA;1288299415
Yantai;37.5304;121.4;CN;CHN;1156932948
Medan;3.58;98.65;ID;IDN;1360543171
Santa Cruz;-17.7539;-63.226;BO;BOL;1068002564
Tongshan;34.28;117.18;CN;CHN;1156241678
Riverside;33.9381;-117.3948;US;USA;1840020551
Linyi;35.08;118.33;CN;CHN;1156086320
St. Louis;38.6358;-90.2451;US;USA;1840001651
Las Vegas;36.2333;-115.2654;US;USA;1840020364
Maracaibo;10.73;-71.66;VE;VEN;1862072711
Kuwait City;29.3697;47.9783;KW;KWT;1414102075
Ad Dammam;26.4282;50.0997;SA;SAU;1682452296
Portland;45.5371;-122.65;US;USA;1840019941
Haikou;20.05;110.32;CN;CHN;1156183327
Hiroshima;34.3878;132.4429;JP;JPN;1392373695
Baotou;40.6522;109.822;CN;CHN;1156032751
Hefei;31.85;117.28;CN;CHN;1156332710
Indore;22.7151;75.865;IN;IND;1356402812
Goiania;-16.72;-49.3;BR;BRA;1076034054
Sanaa;15.3547;44.2066;YE;YEM;1887750814
San Antonio;29.4658;-98.5254;US;USA;1840022220
Port-au-Prince;18.541;-72.336;HT;HTI;1332401940
Haiphong;20.83;106.6801;VN;VNM;1704000623
Suzhou;33.6361;116.9789;CN;CHN;1156871297
Nanyang;33.0004;112.53;CN;CHN;1156192287
Bucharest;44.4334;26.0999;RO;ROU;1642414442
Ningbo;29.88;121.55;CN;CHN;1156170787
Douala;4.0604;9.71;CM;CMR;1120494607
Tangshan;39.6243;118.1944;CN;CHN;1156904299
Tainan;23;120.2;TW;TWN;1158061376
Xiping;40.08;113.3;CN;CHN;1156898522
Asuncion;-25.2964;-57.6415;PY;PRY;1600057911
Saidu Sharif;34.75;72.35;PK;PAK;1586619596
Brisbane;-27.455;153.0351;AU;AUS;1036192929
Rawalpindi;33.6;73.04;PK;PAK;1586344001
Sacramento;38.5667;-121.4683;US;USA;1840021491
Beirut;33.872;35.5097;LB;LBN;1422847713
San Jose;37.3021;-121.8489;US;USA;1840021570
Minsk;53.9;27.5666;BY;BLR;1112348503
Kyoto;35.03;135.75;JP;JPN;1392622735
Barranquilla;10.96;-74.8;CO;COL;1170179113
Orlando;28.4772;-81.3369;US;USA;1840015099
Shuyangzha;34.1299;118.7734;CN;CHN;1156051957
Valencia;10.23;-67.98;VE;VEN;1862309871
Hamburg;53.55;10;DE;DEU;1276041799
Vadodara;22.31;73.18;IN;IND;1356705249
Manaus;-3.1;-60;BR;BRA;1076607274
Shangqiu;34.4504;115.65;CN;CHN;1156805441
Wuxi;31.58;120.3;CN;CHN;1156019650
Palembang;-2.98;104.75;ID;IDN;1360902897
Brussels;50.8333;4.3333;BE;BEL;1056469830
Essen;51.45;7.0166;DE;DEU;1276769247
Cleveland;41.4767;-81.6805;US;USA;1840000596
Bhopal;23.25;77.41;IN;IND;1356734039
Hohhot;40.82;111.66;CN;CHN;1156210167
Pittsburgh;40.4396;-79.9763;US;USA;1840001254
Luoyang;34.68;112.4701;CN;CHN;1156069315
Santos;-23.9537;-46.3329;BR;BRA;1076033299
Jingling;30.6501;113.16;CN;CHN;1156060544
Warsaw;52.25;21;PL;POL;1616024847
Rabat;34.0253;-6.8361;MA;MAR;1504023252
Vitoria;-20.324;-40.366;BR;BRA;1076376829
Quito;-0.215;-78.5001;EC;ECU;1218441993
Antananarivo;-18.9166;47.5166;MG;MDG;1450978461
Coimbatore;11;76.95;IN;IND;1356999503
Daqing;46.58;125;CN;CHN;1156403962
Lu'an;31.7503;116.48;CN;CHN;1156499624
Sanzhou;30.82;108.4;CN;CHN;1156025536
Budapest;47.5;19.0833;HU;HUN;1348611435
Turin;45.0704;7.67;IT;ITA;1380244627
Suzhou;31.3005;120.62;CN;CHN;1156029196
Ludhiana;30.9278;75.8723;IN;IND;1356929498
Cincinnati;39.1412;-84.506;US;USA;1840003814
Kumasi;6.69;-1.63;GH;GHA;1288181103
Manhattan;40.7834;-73.9662;US;USA;1840034000
Qiqihar;47.345;123.99;CN;CHN;1156775905
Anshan;41.115;122.94;CN;CHN;1156901825
Austin;30.3006;-97.7517;US;USA;1840019590
Zhongli;24.965;121.2168;TW;TWN;1158025380
Handan;36.58;114.48;CN;CHN;1156957080
Tai'an;36.2;117.1201;CN;CHN;1156095188
Esfahan;32.7;51.7;IR;IRN;1364023865
Kansas City;39.1239;-94.5541;US;USA;1840008535
Yaounde;3.8667;11.5167;CM;CMR;1120298240
Shantou;23.37;116.67;CN;CHN;1156457499
Agra;27.1704;78.015;IN;IND;1356187395
Zhanjiang;21.2;110.38;CN;CHN;1156502170
La Paz;-16.498;-68.15;BO;BOL;1068000064
Kalyan;19.2502;73.1602;IN;IND;1356172246
Abuja;9.0833;7.5333;NG;NGA;1566342270
Harare;-17.8178;31.0447;ZW;ZWE;1716196799
Indianapolis;39.7771;-86.1458;US;USA;1840030084
Xiantao;30.3704;113.44;CN;CHN;1156216927
Khulna;22.84;89.56;BD;BGD;1050667339
Weifang;36.7204;119.1001;CN;CHN;1156912965
Tijuana;32.5;-117.08;MX;MEX;1484708778
Santiago;19.5;-70.67;DO;DOM;1214985348
Xinyang;32.1304;114.07;CN;CHN;1156273453
Luzhou;28.88;105.38;CN;CHN;1156582079
Perth;-31.955;115.84;AU;AUS;1036178956
Toluca;19.3304;-99.67;MX;MEX;1484124846
Vishakhapatnam;17.73;83.305;IN;IND;1356692563
Leeds;53.83;-1.58;GB;GBR;1826343963
Kobe;34.68;135.17;JP;JPN;1392978082
Columbus;39.986;-82.9851;US;USA;1840003760
Multan;30.2;71.455;PK;PAK;1586256291
Kochi;10.015;76.2239;IN;IND;1356707865
Montevideo;-34.858;-56.1711;UY;URY;1858107000
Gujranwala;32.1604;74.185;PK;PAK;1586400472
Niteroi;-22.9;-43.1;BR;BRA;1076501425
Ganzhou;25.92;114.95;CN;CHN;1156832475
Florence;43.78;11.25;IT;ITA;1380726561
Liuzhou;24.28;109.25;CN;CHN;1156360785
Bamako;12.65;-8;ML;MLI;1466965925
Conakry;9.5315;-13.6802;GN;GIN;1324568159
Bursa;40.2;29.07;TR;TUR;1792903330
Leon de los Aldama;21.15;-101.7;MX;MEX;1484811199
Virginia Beach;36.7335;-76.0435;US;USA;1840003871
Nasik;20.0004;73.78;IN;IND;1356562598
Fushun;41.8654;123.87;CN;CHN;1156857743
Changde;29.03;111.68;CN;CHN;1156449091
Daejeon;36.3355;127.425;KR;KOR;1410993875
Charlotte;35.2079;-80.8304;US;USA;1840014557
Phnom Penh;11.55;104.9166;KH;KHM;1116260534
Neijiang;29.5804;105.05;CN;CHN;1156516335
Quanzhou;24.9;118.58;CN;CHN;1156829655
Kharkiv;50;36.25;UA;UKR;1804588111
Hyderabad City;25.38;68.375;PK;PAK;1586427790
Bronx;40.8501;-73.8662;US;USA;1840033999
Lome;6.1319;1.2228;TG;TGO;1768409132
Cordoba;-31.4;-64.1823;AR;ARG;1032803249
Huainan;32.63;116.98;CN;CHN;1156877299
Doha;25.2866;51.533;QA;QAT;1634459660
Kuala Lumpur;3.1667;101.7;MY;MYS;1458988644
Maputo;-25.9553;32.5892;MZ;MOZ;1508074843
Kaduna;10.52;7.44;NG;NGA;1566368729
Gwangju;35.171;126.9104;KR;KOR;1410000087
Kawanakajima;35.53;139.705;JP;JPN;1392879600
San Salvador;13.71;-89.203;SV;SLV;1222647454
Suining;30.5333;105.5333;CN;CHN;1156655650
Lyon;45.77;4.83;FR;FRA;1250196189
Karaj;35.8004;50.97;IR;IRN;1364258511
Kampala;0.3167;32.5833;UG;UGA;1800406299
Tabriz;38.0863;46.3012;IR;IRN;1364141756
The Hague;52.08;4.27;NL;NLD;1528799905
Davao;7.11;125.63;PH;PHL;1608906877
Marseille;43.29;5.375;FR;FRA;1250774071
Meerut;29.0004;77.7;IN;IND;1356390476
Mianyang;31.47;104.77;CN;CHN;1156417758
Semarang;-6.9666;110.42;ID;IDN;1360745537
Faridabad;28.4333;77.3167;IN;IND;1356013205
Novosibirsk;55.03;82.96;RU;RUS;1643399240
Mecca;21.43;39.82;SA;SAU;1682169241
Dubai;25.23;55.28;AE;ARE;1784736618
Milwaukee;43.0642;-87.9673;US;USA;1840003046
Auckland;-36.8481;174.763;NZ;NZL;1554435911
Ma'anshan;31.7304;118.48;CN;CHN;1156847452
Brazzaville;-4.2592;15.2847;CG;COG;1178340306
Yiyang;28.6004;112.33;CN;CHN;1156218615
Varanasi;25.33;83;IN;IND;1356145782
Lubumbashi;-11.68;27.48;CD;COD;1180506234
Juarez;31.6904;-106.49;MX;MEX;1484840083
Ghaziabad;28.6604;77.4084;IN;IND;1356691871
Pretoria;-25.7069;28.2294;ZA;ZAF;1710176249
Heze;35.23;115.45;CN;CHN;1156225008
Porto;41.15;-8.62;PT;PRT;1620356810
Asansol;23.6833;86.9833;IN;IND;1356093694
Lusaka;-15.4166;28.2833;ZM;ZMB;1894157390
Changzhou;31.78;119.97;CN;CHN;1156185511
Mosul;36.345;43.145;IQ;IRQ;1368194914
Yekaterinburg;56.85;60.6;RU;RUS;1643582706
Peshawar;34.005;71.535;PK;PAK;1586851102
Mandalay;21.97;96.085;MM;MMR;1104468217
Jamshedpur;22.7875;86.1975;IN;IND;1356501259
Mbuji-Mayi;-6.15;23.6;CD;COD;1180399586
Madura;9.92;78.12;IN;IND;1356257289
Adana;36.995;35.32;TR;TUR;1792783772
Sheffield;53.3667;-1.5;GB;GBR;1826289852
Jabalpur;23.1751;79.9551;IN;IND;1356115460
San Jose;9.935;-84.0841;CR;CRI;1188749877
Panama City;8.968;-79.533;PA;PAN;1591672475
Nizhniy Novgorod;56.333;44.0001;RU;RUS;1643012126
Chifeng;42.27;118.95;CN;CHN;1156277458
Duisburg;51.43;6.75;DE;DEU;1276977172
Munich;48.1299;11.575;DE;DEU;1276692352
Huaiyin;33.58;119.03;CN;CHN;1156662372
Stockholm;59.3508;18.0973;SE;SWE;1752425602
Makassar;-5.14;119.432;ID;IDN;1360051337
Rajkot;22.31;70.8;IN;IND;1356317190
Dhanbad;23.8004;86.42;IN;IND;1356103392
Mudanjiang;44.575;129.59;CN;CHN;1156249698
Geneva;46.21;6.14;CH;CHE;1756810813
Shiraz;29.63;52.57;IR;IRN;1364432238
Huzhou;30.8704;120.1;CN;CHN;1156335543
Beidao;34.6;105.92;CN;CHN;1156137209
Shuangshui;26.5944;104.8333;CN;CHN;1156070389
Dusseldorf;51.2204;6.78;DE;DEU;1276615258
Gaozhou;21.9204;110.87;CN;CHN;1156785303
Sevilla;37.405;-5.98;ES;ESP;1724991838
Amritsar;31.64;74.87;IN;IND;1356926507
Vila Velha;-20.3676;-40.318;BR;BRA;1076404077
Vila Velha;3.2167;-51.2167;BR;BRA;1076575691
Almaty;43.325;76.915;KZ;KAZ;1398351701
Providence;41.823;-71.4187;US;USA;1840003289
Warangal;18.01;79.58;IN;IND;1356851618
Rosario;-32.9511;-60.6663;AR;ARG;1032770677
Allahabad;25.455;81.84;IN;IND;1356718332
Benin City;6.3405;5.62;NG;NGA;1566080151
Jining;35.4004;116.55;CN;CHN;1156504601
Maceio;-9.62;-35.73;BR;BRA;1076440479
Sofia;42.6833;23.3167;BG;BGR;1100762037
Abbottabad;34.1495;73.1995;PK;PAK;1586788758
Benghazi;32.1167;20.0667;LY;LBY;1434915572
Cilacap;-7.7188;109.0154;ID;IDN;1360503809
Prague;50.0833;14.466;CZ;CZE;1203744823
Glasgow;55.8744;-4.2507;GB;GBR;1826836462
Leshan;29.5671;103.7333;CN;CHN;1156203130
Jacksonville;30.3322;-81.6749;US;USA;1840015031
Ouagadougou;12.3703;-1.5247;BF;BFA;1854029208
Ottawa;45.4167;-75.7;CA;CAN;1124399363
Adelaide;-34.935;138.6;AU;AUS;1036538171
Shangrao;28.4704;117.97;CN;CHN;1156405492
Torreon;25.5701;-103.42;MX;MEX;1484215762
Srinagar;34.1;74.815;IN;IND;1356442950
Bezwada;16.52;80.63;IN;IND;1356807575
Samara;53.195;50.1513;RU;RUS;1643205757
Omsk;54.99;73.4;RU;RUS;1643360863
Newcastle;-32.8453;151.815;AU;AUS;1036468001
Yulin;22.63;110.15;CN;CHN;1156901312
Namp'o;38.7669;125.4524;KP;PRK;1408892768
Xianyang;34.3456;108.7147;CN;CHN;1156120117
Cagayan de Oro;8.4508;124.6853;PH;PHL;1608831546
Can Tho;10.05;105.77;VN;VNM;1704783472
Barquisimeto;10.05;-69.3;VE;VEN;1862860739
Helsinki;60.1756;24.9341;FI;FIN;1246177997
Kazan';55.7499;49.1263;RU;RUS;1643101260
Aurangabad;19.8957;75.3203;IN;IND;1356840670
Calgary;51.083;-114.08;CA;CAN;1124690423
Ciudad Nezahualcoyotl;19.41;-99.03;MX;MEX;1484016661
Zurich;47.38;8.55;CH;CHE;1756539143
Baoding;38.8704;115.48;CN;CHN;1156256829
Zigong;29.4;104.78;CN;CHN;1156023354
Sharjah;25.3714;55.4065;AE;ARE;1784152993
Yerevan;40.1812;44.5136;AM;ARM;1051074169
Mogadishu;2.0667;45.3667;SO;SOM;1706893395
Tbilisi;41.725;44.7908;GE;GEO;1268203191
Ankang;32.68;109.02;CN;CHN;1156255711
Huambo;-12.75;15.76;AO;AGO;1024079828
Ikare;7.5304;5.76;NG;NGA;1566683694
Belgrade;44.8186;20.468;RS;SRB;1688374696
Salt Lake City;40.7774;-111.93;US;USA;1840021383
Bhilai;21.2167;81.4333;IN;IND;1356071083
Jinhua;29.12;119.65;CN;CHN;1156547188
Chelyabinsk;55.155;61.4387;RU;RUS;1643224011
Natal;-5.78;-35.24;BR;BRA;1076697777
Dushanbe;38.56;68.7739;TJ;TJK;1762930616
Copenhagen;55.6786;12.5635;DK;DNK;1208763942
Changwon;35.2191;128.5836;KR;KOR;1410592618
Zhuzhou;27.83;113.15;CN;CHN;1156041962
Suwon;37.2578;127.0109;KR;KOR;1410679777
Nashville;36.1715;-86.7843;US;USA;1840036155
Vereeniging;-26.6496;27.96;ZA;ZAF;1710271883
Xiangyang;32.02;112.13;CN;CHN;1156107325
Memphis;35.1046;-89.9773;US;USA;1840015457
Ulsan;35.5467;129.317;KR;KOR;1410134602
Amman;31.95;35.9333;JO;JOR;1400522593
Mizhou;35.99;119.3801;CN;CHN;1156935002
Richmond;37.5295;-77.4756;US;USA;1840001698
Dublin;53.3331;-6.2489;IE;IRL;1372595407
Edmonton;53.55;-113.5;CA;CAN;1124290735
Solapur;17.6704;75.9;IN;IND;1356314385
Rostov-na-Donu;47.2346;39.7127;RU;RUS;1643013518
Dnipro;48.48;35;UA;UKR;1804152933
Xining;36.62;101.77;CN;CHN;1156081448
Zhangjiakou;40.83;114.93;CN;CHN;1156800221
Lille;50.65;3.08;FR;FRA;1250071961
Ranchi;23.37;85.33;IN;IND;1356110588
Gaziantep;37.075;37.385;TR;TUR;1792911843
Monrovia;6.3106;-10.8048;LR;LBR;1430477826
Sao Luis;-2.516;-44.266;BR;BRA;1076819308
Amsterdam;52.35;4.9166;NL;NLD;1528355309
Jerusalem;31.7784;35.2066;IL;ISR;1376261644
New Orleans;30.0687;-89.9288;US;USA;1840001839
Guatemala City;14.6211;-90.527;GT;GTM;1320197916
Zhuhai;22.2769;113.5678;CN;CHN;1156722242
Florianopolis;-27.58;-48.52;BR;BRA;1076190259
Port Elizabeth;-33.97;25.6;ZA;ZAF;1710918997
Jiamusi;46.83;130.35;CN;CHN;1156350864
Port Harcourt;4.81;7.01;NG;NGA;1566070649
Raleigh;35.8324;-78.6438;US;USA;1840014497
Ufa;54.79;56.04;RU;RUS;1643722928
Hengyang;26.88;112.59;CN;CHN;1156696884
Benxi;41.3304;123.75;CN;CHN;1156097909
Louisville;38.1663;-85.6485;US;USA;1840030815
Haifa;32.8204;34.98;IL;ISR;1376133727
Medina;24.5;39.58;SA;SAU;1682345785
Bucaramanga;7.1301;-73.1259;CO;COL;1170940590
Maracay;10.2469;-67.5958;VE;VEN;1862284350
Rotterdam;51.92;4.48;NL;NLD;1528892850
Homs;34.73;36.72;SY;SYR;1760013934
Cologne;50.93;6.95;DE;DEU;1276015998
Qinhuangdao;39.9304;119.62;CN;CHN;1156091093
Fes;34.0546;-5.0004;MA;MAR;1504861997
N'Djamena;12.1131;15.0491;TD;TCD;1148708596
Tegucigalpa;14.102;-87.2175;HN;HND;1340344059
Kingston;17.9771;-76.7674;JM;JAM;1388709177
Nay Pyi Taw;19.7666;96.1186;MM;MMR;1104838105
Djibouti;11.595;43.148;DJ;DJI;1262028958
Managua;12.153;-86.2685;NI;NIC;1558296252
Niamey;13.5167;2.1167;NE;NER;1562932886
Tirana;41.3275;19.8189;AL;ALB;1008162156
Kathmandu;27.7167;85.3166;NP;NPL;1524589448
Ulaanbaatar;47.9167;106.9166;MN;MNG;1496024767
Kigali;-1.9536;30.0605;RW;RWA;1646923541
Bishkek;42.8731;74.5852;KG;KGZ;1417191971
Oslo;59.9167;10.75;NO;NOR;1578324706
Bangui;4.3666;18.5583;CF;CAF;1140080881
Freetown;8.47;-13.2342;SL;SLE;1694085071
Islamabad;33.7;73.1666;PK;PAK;1586306717
Cotonou;6.4;2.52;BJ;BEN;1204955174
Vientiane;17.9667;102.6;LA;LAO;1418732714
Riga;56.95;24.1;LV;LVA;1428586192
Nouakchott;18.0864;-15.9753;MR;MRT;1478414984
Muscat;23.6133;58.5933;OM;OMN;1512035506
